Restaurant,Category,Item Name,Description,Price,Vegetarian,Spicy,Gluten-Free,Calories
Restaurant_94,Appetizers,Crispy Chicken Cake,"A classic favorite, our crispy chicken cake is prepared with quality ingredients.",9.33,Yes,Yes,Yes,552
Restaurant_50,Drinks,Tangy Beef Cake,Savory and satisfying tangy beef cake with a touch of our special sauce.,17.38,No,Yes,No,343
Restaurant_64,Desserts,Crispy Salmon Burger,Enjoy the rich flavors of crispy salmon burger with every bite.,15.03,No,No,Yes,379
Restaurant_75,Drinks,Creamy Lettuce Salad,A delicious creamy lettuce salad made fresh to order.,22.31,No,Yes,No,326
Restaurant_66,Desserts,Grilled Salmon Burger,A delicious grilled salmon burger made fresh to order.,12.62,No,Yes,No,764
Restaurant_11,Desserts,Zesty Beef Tacos,Enjoy the rich flavors of zesty beef tacos with every bite.,16.99,Yes,Yes,Yes,898
Restaurant_66,Drinks,Spicy Mushroom Soup,A delicious spicy mushroom soup made fresh to order.,12.35,Yes,No,Yes,755
Restaurant_69,Appetizers,Zesty Beef Soup,Enjoy the rich flavors of zesty beef soup with every bite.,13.18,No,No,No,366
Restaurant_31,Drinks,Sweet Tofu Wings,Savory and satisfying sweet tofu wings with a touch of our special sauce.,22.73,Yes,Yes,Yes,455
Restaurant_27,Desserts,Sweet Beef Pasta,Tender sweet beef pasta cooked to perfection with a blend of spices.,29.76,No,Yes,No,696
Restaurant_52,Desserts,Spicy Pork Pizza,Enjoy the rich flavors of spicy pork pizza with every bite.,10.08,Yes,Yes,Yes,808
Restaurant_19,Appetizers,Crispy Lettuce Smoothie,Tender crispy lettuce smoothie cooked to perfection with a blend of spices.,17.21,No,Yes,No,344
Restaurant_89,Desserts,Zesty Cheese Pizza,A delicious zesty cheese pizza made fresh to order.,9.44,Yes,No,Yes,885
Restaurant_72,Appetizers,Fresh Beef Smoothie,Enjoy the rich flavors of fresh beef smoothie with every bite.,4.36,No,No,No,458
Restaurant_10,Drinks,Tangy Pork Tacos,"A classic favorite, our tangy pork tacos is prepared with quality ingredients.",20.46,No,Yes,Yes,666
Restaurant_56,Appetizers,Fresh Tofu Sandwich,Savory and satisfying fresh tofu sandwich with a touch of our special sauce.,11.82,No,Yes,No,322
Restaurant_52,Main Course,Spicy Cheese Burger,Enjoy the rich flavors of spicy cheese burger with every bite.,27.13,No,Yes,No,680
Restaurant_48,Main Course,Spicy Tofu Pasta,"A classic favorite, our spicy tofu pasta is prepared with quality ingredients.",15.3,Yes,No,No,224
Restaurant_88,Main Course,Crispy Mushroom Smoothie,Enjoy the rich flavors of crispy mushroom smoothie with every bite.,17.99,No,Yes,Yes,168
Restaurant_88,Desserts,Spicy Tomato Tacos,"A classic favorite, our spicy tomato tacos is prepared with quality ingredients.",8.19,Yes,Yes,No,466
Restaurant_33,Main Course,Grilled Tomato Wings,Savory and satisfying grilled tomato wings with a touch of our special sauce.,17.79,Yes,Yes,No,157
Restaurant_8,Main Course,Crispy Pork Pizza,Tender crispy pork pizza cooked to perfection with a blend of spices.,12.96,Yes,No,No,880
Restaurant_93,Drinks,Fresh Tofu Burger,Savory and satisfying fresh tofu burger with a touch of our special sauce.,13.61,No,Yes,Yes,398
Restaurant_10,Drinks,Creamy Beef Burger,Savory and satisfying creamy beef burger with a touch of our special sauce.,7.42,No,No,Yes,218
Restaurant_54,Drinks,Sweet Tomato Cake,A delicious sweet tomato cake made fresh to order.,3.07,Yes,No,Yes,867
Restaurant_69,Main Course,Tangy Cheese Cake,Savory and satisfying tangy cheese cake with a touch of our special sauce.,13.41,Yes,No,Yes,669
Restaurant_79,Desserts,Grilled Lettuce Pasta,Tender grilled lettuce pasta cooked to perfection with a blend of spices.,19.94,No,Yes,Yes,362
Restaurant_43,Desserts,Zesty Mushroom Sandwich,Tender zesty mushroom sandwich cooked to perfection with a blend of spices.,28.71,No,No,Yes,442
Restaurant_16,Drinks,Crispy Chicken Soup,Savory and satisfying crispy chicken soup with a touch of our special sauce.,5.25,No,Yes,Yes,292
Restaurant_90,Appetizers,Tangy Tofu Pasta,Enjoy the rich flavors of tangy tofu pasta with every bite.,29.73,Yes,No,Yes,295
Restaurant_5,Appetizers,Crispy Cheese Pasta,Enjoy the rich flavors of crispy cheese pasta with every bite.,19.63,Yes,No,No,591
Restaurant_62,Main Course,Tangy Mushroom Sandwich,Enjoy the rich flavors of tangy mushroom sandwich with every bite.,16.53,No,Yes,No,260
Restaurant_100,Drinks,Grilled Pork Soup,Savory and satisfying grilled pork soup with a touch of our special sauce.,22.46,No,Yes,No,166
Restaurant_20,Appetizers,Spicy Tofu Pizza,Enjoy the rich flavors of spicy tofu pizza with every bite.,12.19,No,Yes,No,816
Restaurant_21,Desserts,Grilled Lettuce Cake,A delicious grilled lettuce cake made fresh to order.,8.07,No,No,Yes,471
Restaurant_38,Appetizers,Spicy Beef Pizza,Enjoy the rich flavors of spicy beef pizza with every bite.,24.04,Yes,Yes,No,395
Restaurant_39,Appetizers,Zesty Pork Soup,"A classic favorite, our zesty pork soup is prepared with quality ingredients.",8.07,Yes,No,No,641
Restaurant_20,Main Course,Crispy Salmon Tacos,Enjoy the rich flavors of crispy salmon tacos with every bite.,3.33,No,No,Yes,319
Restaurant_29,Appetizers,Spicy Beef Pizza,"A classic favorite, our spicy beef pizza is prepared with quality ingredients.",4.71,Yes,Yes,No,167
Restaurant_91,Drinks,Spicy Chicken Tacos,A delicious spicy chicken tacos made fresh to order.,7.25,No,Yes,No,729
Restaurant_91,Main Course,Sweet Cheese Cake,Tender sweet cheese cake cooked to perfection with a blend of spices.,22.6,Yes,No,Yes,664
Restaurant_3,Appetizers,Crispy Tomato Pasta,"A classic favorite, our crispy tomato pasta is prepared with quality ingredients.",27.45,Yes,No,Yes,390
Restaurant_46,Main Course,Zesty Chicken Tacos,A delicious zesty chicken tacos made fresh to order.,6.5,No,Yes,No,206
Restaurant_11,Drinks,Roasted Mango Tacos,A delicious roasted mango tacos made fresh to order.,10.7,Yes,No,No,773
Restaurant_93,Appetizers,Creamy Mango Tacos,Tender creamy mango tacos cooked to perfection with a blend of spices.,16.04,No,No,No,844
Restaurant_77,Main Course,Grilled Tofu Salad,Savory and satisfying grilled tofu salad with a touch of our special sauce.,6.98,No,Yes,Yes,423
Restaurant_81,Drinks,Roasted Salmon Tacos,A delicious roasted salmon tacos made fresh to order.,24.95,Yes,Yes,Yes,175
Restaurant_41,Appetizers,Crispy Mushroom Wings,Enjoy the rich flavors of crispy mushroom wings with every bite.,10.52,No,No,No,604
Restaurant_10,Appetizers,Sweet Pork Smoothie,Tender sweet pork smoothie cooked to perfection with a blend of spices.,18.42,No,No,No,273
Restaurant_52,Drinks,Zesty Lettuce Sandwich,A delicious zesty lettuce sandwich made fresh to order.,12.98,Yes,Yes,No,199
Restaurant_11,Main Course,Sweet Tofu Salad,Enjoy the rich flavors of sweet tofu salad with every bite.,27.18,Yes,No,Yes,610
Restaurant_22,Drinks,Crispy Beef Pizza,Savory and satisfying crispy beef pizza with a touch of our special sauce.,23.79,Yes,Yes,Yes,347
Restaurant_37,Main Course,Tangy Pork Pizza,Tender tangy pork pizza cooked to perfection with a blend of spices.,3.95,No,Yes,Yes,875
Restaurant_24,Drinks,Zesty Pork Burger,Tender zesty pork burger cooked to perfection with a blend of spices.,8.42,Yes,Yes,No,408
Restaurant_91,Main Course,Roasted Pork Pizza,Tender roasted pork pizza cooked to perfection with a blend of spices.,27.42,Yes,No,Yes,168
Restaurant_50,Drinks,Creamy Mango Soup,Tender creamy mango soup cooked to perfection with a blend of spices.,23.92,No,Yes,No,289
Restaurant_24,Drinks,Tangy Mushroom Cake,Tender tangy mushroom cake cooked to perfection with a blend of spices.,20.8,Yes,No,No,306
Restaurant_22,Drinks,Fresh Tofu Pasta,Enjoy the rich flavors of fresh tofu pasta with every bite.,26.11,No,Yes,No,389
Restaurant_89,Drinks,Grilled Salmon Wings,Tender grilled salmon wings cooked to perfection with a blend of spices.,10.08,No,Yes,Yes,278
Restaurant_67,Desserts,Spicy Mushroom Soup,Savory and satisfying spicy mushroom soup with a touch of our special sauce.,26.61,No,No,No,704
Restaurant_82,Main Course,Roasted Tomato Wings,Tender roasted tomato wings cooked to perfection with a blend of spices.,27.47,Yes,No,No,562
Restaurant_14,Main Course,Sweet Chicken Smoothie,"A classic favorite, our sweet chicken smoothie is prepared with quality ingredients.",15.94,Yes,Yes,No,586
Restaurant_88,Appetizers,Fresh Chicken Burger,Tender fresh chicken burger cooked to perfection with a blend of spices.,24.08,Yes,No,Yes,180
Restaurant_1,Desserts,Roasted Tofu Pizza,Tender roasted tofu pizza cooked to perfection with a blend of spices.,29.93,No,Yes,Yes,622
Restaurant_41,Main Course,Grilled Mango Soup,Enjoy the rich flavors of grilled mango soup with every bite.,7.55,No,Yes,No,718
Restaurant_17,Appetizers,Tangy Salmon Pasta,"A classic favorite, our tangy salmon pasta is prepared with quality ingredients.",5.57,No,No,Yes,263
Restaurant_66,Desserts,Zesty Salmon Soup,A delicious zesty salmon soup made fresh to order.,8.22,No,No,Yes,725
Restaurant_14,Drinks,Fresh Tofu Tacos,"A classic favorite, our fresh tofu tacos is prepared with quality ingredients.",8.65,No,No,No,787
Restaurant_86,Desserts,Grilled Tofu Tacos,A delicious grilled tofu tacos made fresh to order.,18.76,Yes,No,No,254
Restaurant_88,Main Course,Zesty Chicken Salad,"A classic favorite, our zesty chicken salad is prepared with quality ingredients.",14.04,No,No,No,856
Restaurant_90,Main Course,Zesty Pork Pasta,Enjoy the rich flavors of zesty pork pasta with every bite.,6.71,No,No,No,510
Restaurant_45,Desserts,Spicy Mushroom Burger,"A classic favorite, our spicy mushroom burger is prepared with quality ingredients.",17.79,No,Yes,No,667
Restaurant_7,Drinks,Spicy Cheese Smoothie,Enjoy the rich flavors of spicy cheese smoothie with every bite.,29.75,Yes,No,No,768
Restaurant_89,Main Course,Creamy Salmon Burger,Enjoy the rich flavors of creamy salmon burger with every bite.,6.62,No,Yes,No,557
Restaurant_70,Desserts,Spicy Lettuce Wings,"A classic favorite, our spicy lettuce wings is prepared with quality ingredients.",24.42,No,Yes,No,655
Restaurant_35,Drinks,Fresh Mango Smoothie,Enjoy the rich flavors of fresh mango smoothie with every bite.,7.06,No,Yes,No,481
Restaurant_67,Main Course,Sweet Mushroom Salad,Enjoy the rich flavors of sweet mushroom salad with every bite.,6.16,No,Yes,No,644
Restaurant_23,Drinks,Spicy Salmon Wings,Tender spicy salmon wings cooked to perfection with a blend of spices.,18.91,No,Yes,No,356
Restaurant_30,Drinks,Creamy Pork Wings,Savory and satisfying creamy pork wings with a touch of our special sauce.,16.23,No,Yes,No,352
Restaurant_94,Drinks,Tangy Pork Sandwich,"A classic favorite, our tangy pork sandwich is prepared with quality ingredients.",10.1,Yes,No,Yes,882
Restaurant_96,Desserts,Grilled Lettuce Cake,Tender grilled lettuce cake cooked to perfection with a blend of spices.,8.39,Yes,Yes,No,655
Restaurant_57,Desserts,Tangy Mushroom Burger,"A classic favorite, our tangy mushroom burger is prepared with quality ingredients.",13.16,No,Yes,No,820
Restaurant_2,Appetizers,Roasted Mushroom Sandwich,Tender roasted mushroom sandwich cooked to perfection with a blend of spices.,29.3,No,Yes,No,295
Restaurant_81,Appetizers,Sweet Salmon Tacos,"A classic favorite, our sweet salmon tacos is prepared with quality ingredients.",22.18,Yes,No,No,543
Restaurant_37,Desserts,Crispy Mushroom Sandwich,A delicious crispy mushroom sandwich made fresh to order.,3.13,Yes,Yes,No,612
Restaurant_89,Drinks,Fresh Tofu Pizza,A delicious fresh tofu pizza made fresh to order.,3.14,No,No,Yes,264
Restaurant_41,Main Course,Creamy Cheese Soup,"A classic favorite, our creamy cheese soup is prepared with quality ingredients.",4.36,No,Yes,Yes,886
Restaurant_70,Drinks,Fresh Pork Soup,A delicious fresh pork soup made fresh to order.,21.03,Yes,No,No,587
Restaurant_47,Drinks,Zesty Tomato Soup,Savory and satisfying zesty tomato soup with a touch of our special sauce.,14.66,No,Yes,Yes,889
Restaurant_19,Drinks,Tangy Pork Smoothie,Tender tangy pork smoothie cooked to perfection with a blend of spices.,29.68,Yes,Yes,Yes,808
Restaurant_74,Main Course,Zesty Chicken Soup,A delicious zesty chicken soup made fresh to order.,13.98,Yes,No,No,779
Restaurant_57,Appetizers,Zesty Cheese Tacos,Tender zesty cheese tacos cooked to perfection with a blend of spices.,18.57,No,No,No,718
Restaurant_35,Main Course,Sweet Mango Smoothie,"A classic favorite, our sweet mango smoothie is prepared with quality ingredients.",9.69,Yes,No,Yes,413
Restaurant_16,Drinks,Creamy Pork Pizza,Enjoy the rich flavors of creamy pork pizza with every bite.,9.53,No,No,No,692
Restaurant_19,Desserts,Tangy Tomato Pasta,Tender tangy tomato pasta cooked to perfection with a blend of spices.,17.27,Yes,No,No,330
Restaurant_31,Desserts,Spicy Pork Burger,Savory and satisfying spicy pork burger with a touch of our special sauce.,9.93,No,No,No,253
Restaurant_79,Main Course,Crispy Pork Wings,Enjoy the rich flavors of crispy pork wings with every bite.,14.24,No,Yes,Yes,338
Restaurant_73,Desserts,Tangy Pork Pizza,Savory and satisfying tangy pork pizza with a touch of our special sauce.,23.57,Yes,No,Yes,362
Restaurant_93,Desserts,Fresh Lettuce Burger,"A classic favorite, our fresh lettuce burger is prepared with quality ingredients.",28.73,Yes,Yes,Yes,187
Restaurant_48,Desserts,Spicy Tofu Pasta,Tender spicy tofu pasta cooked to perfection with a blend of spices.,16.37,Yes,No,Yes,417
Restaurant_15,Drinks,Spicy Tofu Cake,Tender spicy tofu cake cooked to perfection with a blend of spices.,16.54,No,Yes,Yes,462
Restaurant_47,Desserts,Creamy Tofu Pizza,Savory and satisfying creamy tofu pizza with a touch of our special sauce.,11.46,No,Yes,No,651
Restaurant_78,Main Course,Roasted Lettuce Pasta,Enjoy the rich flavors of roasted lettuce pasta with every bite.,27.23,Yes,No,No,689
Restaurant_2,Drinks,Roasted Salmon Salad,Enjoy the rich flavors of roasted salmon salad with every bite.,11.53,No,No,No,478
Restaurant_7,Main Course,Fresh Cheese Soup,Savory and satisfying fresh cheese soup with a touch of our special sauce.,16.87,Yes,Yes,Yes,777
Restaurant_2,Appetizers,Fresh Mushroom Cake,Tender fresh mushroom cake cooked to perfection with a blend of spices.,29.56,No,Yes,Yes,206
Restaurant_43,Appetizers,Roasted Lettuce Tacos,"A classic favorite, our roasted lettuce tacos is prepared with quality ingredients.",16.52,No,No,No,555
Restaurant_25,Appetizers,Roasted Beef Wings,Enjoy the rich flavors of roasted beef wings with every bite.,21.57,No,Yes,No,404
Restaurant_63,Drinks,Fresh Chicken Soup,A delicious fresh chicken soup made fresh to order.,11.64,Yes,No,Yes,331
Restaurant_99,Desserts,Creamy Chicken Cake,A delicious creamy chicken cake made fresh to order.,11.44,Yes,No,Yes,860
Restaurant_23,Appetizers,Crispy Lettuce Pasta,"A classic favorite, our crispy lettuce pasta is prepared with quality ingredients.",5.36,No,No,No,561
Restaurant_6,Desserts,Roasted Chicken Smoothie,Tender roasted chicken smoothie cooked to perfection with a blend of spices.,15.6,Yes,Yes,Yes,811
Restaurant_33,Main Course,Spicy Tofu Burger,Tender spicy tofu burger cooked to perfection with a blend of spices.,13.11,Yes,Yes,Yes,158
Restaurant_52,Appetizers,Crispy Beef Smoothie,Tender crispy beef smoothie cooked to perfection with a blend of spices.,15.85,Yes,No,No,854
Restaurant_24,Appetizers,Crispy Chicken Pizza,A delicious crispy chicken pizza made fresh to order.,19.04,Yes,Yes,Yes,812
Restaurant_93,Main Course,Crispy Lettuce Cake,Tender crispy lettuce cake cooked to perfection with a blend of spices.,21.56,No,No,No,846
Restaurant_100,Drinks,Grilled Mushroom Tacos,Savory and satisfying grilled mushroom tacos with a touch of our special sauce.,26.43,Yes,No,No,215
Restaurant_92,Main Course,Grilled Pork Burger,A delicious grilled pork burger made fresh to order.,28.74,Yes,No,No,882
Restaurant_25,Drinks,Roasted Tofu Soup,A delicious roasted tofu soup made fresh to order.,23.08,Yes,Yes,No,351
Restaurant_66,Drinks,Grilled Pork Cake,Enjoy the rich flavors of grilled pork cake with every bite.,10.72,No,Yes,No,356
Restaurant_79,Appetizers,Spicy Mango Salad,"A classic favorite, our spicy mango salad is prepared with quality ingredients.",18.18,No,Yes,Yes,572
Restaurant_88,Desserts,Roasted Tofu Cake,"A classic favorite, our roasted tofu cake is prepared with quality ingredients.",28.99,No,No,Yes,353
Restaurant_6,Appetizers,Creamy Tofu Soup,Tender creamy tofu soup cooked to perfection with a blend of spices.,15.65,Yes,No,No,579
Restaurant_79,Drinks,Grilled Beef Soup,Savory and satisfying grilled beef soup with a touch of our special sauce.,10.08,No,Yes,No,339
Restaurant_41,Appetizers,Spicy Mushroom Pasta,Tender spicy mushroom pasta cooked to perfection with a blend of spices.,23.51,Yes,Yes,No,443
Restaurant_45,Desserts,Roasted Mango Cake,Savory and satisfying roasted mango cake with a touch of our special sauce.,7.81,No,No,Yes,810
Restaurant_1,Appetizers,Creamy Salmon Burger,Enjoy the rich flavors of creamy salmon burger with every bite.,21.27,No,No,No,315
Restaurant_51,Drinks,Grilled Tofu Tacos,Savory and satisfying grilled tofu tacos with a touch of our special sauce.,23.71,No,No,No,813
Restaurant_18,Appetizers,Fresh Cheese Sandwich,Enjoy the rich flavors of fresh cheese sandwich with every bite.,17.2,Yes,Yes,Yes,509
Restaurant_16,Appetizers,Tangy Salmon Wings,Enjoy the rich flavors of tangy salmon wings with every bite.,18.83,No,Yes,No,201
Restaurant_74,Desserts,Sweet Cheese Pasta,"A classic favorite, our sweet cheese pasta is prepared with quality ingredients.",4.67,No,Yes,No,644
Restaurant_88,Main Course,Roasted Salmon Sandwich,Savory and satisfying roasted salmon sandwich with a touch of our special sauce.,5.13,Yes,No,Yes,806
Restaurant_70,Main Course,Roasted Chicken Salad,Savory and satisfying roasted chicken salad with a touch of our special sauce.,24.84,Yes,Yes,No,666
Restaurant_99,Appetizers,Tangy Beef Soup,A delicious tangy beef soup made fresh to order.,29.45,Yes,No,No,808
Restaurant_76,Main Course,Roasted Beef Pizza,Savory and satisfying roasted beef pizza with a touch of our special sauce.,10.1,Yes,No,Yes,599
Restaurant_75,Main Course,Spicy Cheese Tacos,Tender spicy cheese tacos cooked to perfection with a blend of spices.,5.57,Yes,No,No,775
Restaurant_22,Drinks,Crispy Pork Salad,Savory and satisfying crispy pork salad with a touch of our special sauce.,5.21,Yes,Yes,Yes,791
Restaurant_67,Drinks,Sweet Pork Smoothie,A delicious sweet pork smoothie made fresh to order.,17.1,No,Yes,No,351
Restaurant_98,Desserts,Zesty Tomato Burger,Tender zesty tomato burger cooked to perfection with a blend of spices.,11.32,Yes,Yes,No,513
Restaurant_84,Drinks,Sweet Salmon Soup,Enjoy the rich flavors of sweet salmon soup with every bite.,23.39,No,Yes,Yes,530
Restaurant_64,Drinks,Grilled Chicken Salad,Savory and satisfying grilled chicken salad with a touch of our special sauce.,10.5,Yes,No,Yes,339
Restaurant_30,Desserts,Fresh Beef Wings,A delicious fresh beef wings made fresh to order.,12.22,No,Yes,No,784
Restaurant_27,Main Course,Sweet Tofu Soup,"A classic favorite, our sweet tofu soup is prepared with quality ingredients.",4.13,No,No,Yes,677
Restaurant_18,Drinks,Sweet Mango Wings,Enjoy the rich flavors of sweet mango wings with every bite.,19.11,No,Yes,No,737
Restaurant_72,Appetizers,Crispy Lettuce Pasta,Savory and satisfying crispy lettuce pasta with a touch of our special sauce.,5.05,Yes,No,No,876
Restaurant_50,Main Course,Grilled Beef Soup,Savory and satisfying grilled beef soup with a touch of our special sauce.,12.39,Yes,No,No,393
Restaurant_10,Drinks,Fresh Tomato Burger,Enjoy the rich flavors of fresh tomato burger with every bite.,5.34,Yes,No,Yes,314
Restaurant_12,Main Course,Roasted Lettuce Tacos,"A classic favorite, our roasted lettuce tacos is prepared with quality ingredients.",7.34,Yes,No,No,845
Restaurant_6,Appetizers,Grilled Lettuce Smoothie,"A classic favorite, our grilled lettuce smoothie is prepared with quality ingredients.",29.77,No,No,Yes,250
Restaurant_14,Appetizers,Creamy Mango Salad,Tender creamy mango salad cooked to perfection with a blend of spices.,13.86,No,Yes,No,467
Restaurant_16,Main Course,Zesty Tomato Smoothie,Tender zesty tomato smoothie cooked to perfection with a blend of spices.,6.33,No,No,Yes,227
Restaurant_14,Main Course,Creamy Tomato Pasta,"A classic favorite, our creamy tomato pasta is prepared with quality ingredients.",19.95,Yes,Yes,Yes,584
Restaurant_21,Drinks,Sweet Pork Cake,Tender sweet pork cake cooked to perfection with a blend of spices.,10.62,Yes,No,Yes,301
Restaurant_87,Drinks,Creamy Mushroom Wings,Enjoy the rich flavors of creamy mushroom wings with every bite.,24.47,No,Yes,No,753
Restaurant_41,Appetizers,Roasted Mango Sandwich,Tender roasted mango sandwich cooked to perfection with a blend of spices.,3.3,Yes,Yes,Yes,216
Restaurant_87,Desserts,Crispy Beef Tacos,Enjoy the rich flavors of crispy beef tacos with every bite.,24.79,No,Yes,Yes,620
Restaurant_73,Drinks,Spicy Salmon Sandwich,"A classic favorite, our spicy salmon sandwich is prepared with quality ingredients.",25.91,Yes,No,No,479
Restaurant_15,Desserts,Spicy Mushroom Soup,"A classic favorite, our spicy mushroom soup is prepared with quality ingredients.",23.84,Yes,No,No,212
Restaurant_85,Appetizers,Roasted Tomato Smoothie,Tender roasted tomato smoothie cooked to perfection with a blend of spices.,8.76,No,No,No,502
Restaurant_54,Main Course,Sweet Pork Cake,A delicious sweet pork cake made fresh to order.,8.08,Yes,No,No,168
Restaurant_32,Main Course,Crispy Lettuce Smoothie,Tender crispy lettuce smoothie cooked to perfection with a blend of spices.,12.37,Yes,Yes,Yes,625
Restaurant_9,Appetizers,Roasted Mango Burger,Savory and satisfying roasted mango burger with a touch of our special sauce.,27.25,No,Yes,No,671
Restaurant_55,Appetizers,Crispy Lettuce Smoothie,Tender crispy lettuce smoothie cooked to perfection with a blend of spices.,5.53,No,Yes,Yes,200
Restaurant_33,Drinks,Grilled Tomato Sandwich,Tender grilled tomato sandwich cooked to perfection with a blend of spices.,5.02,No,Yes,Yes,826
Restaurant_11,Drinks,Sweet Beef Salad,Savory and satisfying sweet beef salad with a touch of our special sauce.,11.97,Yes,No,Yes,609
Restaurant_59,Main Course,Zesty Pork Pasta,Enjoy the rich flavors of zesty pork pasta with every bite.,16.19,No,No,No,247
Restaurant_94,Main Course,Creamy Mushroom Soup,Enjoy the rich flavors of creamy mushroom soup with every bite.,10.51,No,Yes,Yes,437
Restaurant_52,Drinks,Crispy Mushroom Pasta,"A classic favorite, our crispy mushroom pasta is prepared with quality ingredients.",21.82,No,Yes,Yes,816
Restaurant_100,Drinks,Tangy Cheese Cake,Tender tangy cheese cake cooked to perfection with a blend of spices.,4.67,No,Yes,No,320
Restaurant_58,Drinks,Fresh Beef Burger,Tender fresh beef burger cooked to perfection with a blend of spices.,27.44,Yes,No,Yes,352
Restaurant_14,Drinks,Zesty Lettuce Pasta,A delicious zesty lettuce pasta made fresh to order.,25.16,Yes,Yes,Yes,852
Restaurant_57,Desserts,Grilled Cheese Cake,"A classic favorite, our grilled cheese cake is prepared with quality ingredients.",15.3,Yes,Yes,No,873
Restaurant_12,Main Course,Spicy Lettuce Burger,Tender spicy lettuce burger cooked to perfection with a blend of spices.,9.65,Yes,No,Yes,304
Restaurant_41,Desserts,Roasted Chicken Burger,Tender roasted chicken burger cooked to perfection with a blend of spices.,9.48,No,No,Yes,550
Restaurant_68,Appetizers,Spicy Mango Pasta,Savory and satisfying spicy mango pasta with a touch of our special sauce.,24.9,No,No,No,731
Restaurant_53,Drinks,Sweet Mango Soup,Savory and satisfying sweet mango soup with a touch of our special sauce.,25.52,Yes,No,Yes,859
Restaurant_74,Main Course,Fresh Chicken Salad,Enjoy the rich flavors of fresh chicken salad with every bite.,5.87,Yes,No,No,352
Restaurant_61,Drinks,Grilled Mushroom Cake,Tender grilled mushroom cake cooked to perfection with a blend of spices.,18.07,Yes,No,Yes,544
Restaurant_85,Main Course,Creamy Lettuce Tacos,Enjoy the rich flavors of creamy lettuce tacos with every bite.,26.29,No,No,No,852
Restaurant_64,Main Course,Zesty Tofu Soup,A delicious zesty tofu soup made fresh to order.,15.54,Yes,No,Yes,718
Restaurant_78,Appetizers,Roasted Pork Burger,"A classic favorite, our roasted pork burger is prepared with quality ingredients.",27.25,Yes,Yes,Yes,834
Restaurant_13,Desserts,Sweet Chicken Soup,Savory and satisfying sweet chicken soup with a touch of our special sauce.,17.62,Yes,No,No,242
Restaurant_19,Main Course,Spicy Cheese Cake,Savory and satisfying spicy cheese cake with a touch of our special sauce.,5.01,No,No,No,557
Restaurant_44,Appetizers,Crispy Cheese Smoothie,Savory and satisfying crispy cheese smoothie with a touch of our special sauce.,12.84,No,Yes,No,597
Restaurant_7,Desserts,Fresh Pork Tacos,Savory and satisfying fresh pork tacos with a touch of our special sauce.,20.26,No,No,Yes,151
Restaurant_79,Main Course,Spicy Tomato Cake,Savory and satisfying spicy tomato cake with a touch of our special sauce.,5.18,No,No,Yes,354
Restaurant_42,Appetizers,Sweet Lettuce Pizza,Tender sweet lettuce pizza cooked to perfection with a blend of spices.,7.61,No,No,Yes,758
Restaurant_99,Desserts,Creamy Tomato Smoothie,A delicious creamy tomato smoothie made fresh to order.,25.82,Yes,Yes,No,274
Restaurant_93,Drinks,Roasted Tomato Pasta,Enjoy the rich flavors of roasted tomato pasta with every bite.,7.01,No,No,Yes,375
Restaurant_46,Main Course,Creamy Tomato Sandwich,Enjoy the rich flavors of creamy tomato sandwich with every bite.,6.76,No,Yes,No,195
Restaurant_29,Appetizers,Fresh Lettuce Smoothie,Enjoy the rich flavors of fresh lettuce smoothie with every bite.,11.47,No,No,Yes,837
Restaurant_65,Desserts,Creamy Lettuce Tacos,Enjoy the rich flavors of creamy lettuce tacos with every bite.,13.26,No,No,No,171
Restaurant_82,Drinks,Tangy Cheese Smoothie,Enjoy the rich flavors of tangy cheese smoothie with every bite.,9.86,Yes,No,No,895
Restaurant_49,Desserts,Creamy Pork Tacos,A delicious creamy pork tacos made fresh to order.,11.14,Yes,Yes,No,333
Restaurant_18,Desserts,Zesty Chicken Tacos,Enjoy the rich flavors of zesty chicken tacos with every bite.,22.26,Yes,No,Yes,774
Restaurant_53,Main Course,Tangy Cheese Soup,Enjoy the rich flavors of tangy cheese soup with every bite.,12.1,Yes,No,No,645
Restaurant_65,Desserts,Spicy Beef Tacos,Savory and satisfying spicy beef tacos with a touch of our special sauce.,28.58,Yes,Yes,Yes,586
Restaurant_92,Main Course,Tangy Cheese Salad,Savory and satisfying tangy cheese salad with a touch of our special sauce.,27.35,Yes,Yes,No,498
Restaurant_77,Desserts,Grilled Mushroom Pizza,"A classic favorite, our grilled mushroom pizza is prepared with quality ingredients.",9.26,Yes,No,Yes,477
Restaurant_32,Appetizers,Zesty Beef Cake,Enjoy the rich flavors of zesty beef cake with every bite.,11.45,No,Yes,Yes,173
Restaurant_59,Desserts,Crispy Tofu Wings,Enjoy the rich flavors of crispy tofu wings with every bite.,8.4,No,Yes,Yes,335
Restaurant_4,Drinks,Tangy Lettuce Smoothie,A delicious tangy lettuce smoothie made fresh to order.,15.21,Yes,No,Yes,229
Restaurant_68,Appetizers,Roasted Mango Smoothie,Savory and satisfying roasted mango smoothie with a touch of our special sauce.,12.01,No,No,No,557
Restaurant_34,Appetizers,Grilled Tomato Soup,Enjoy the rich flavors of grilled tomato soup with every bite.,29.54,No,No,Yes,235
Restaurant_56,Desserts,Zesty Mango Sandwich,Enjoy the rich flavors of zesty mango sandwich with every bite.,25.83,No,Yes,No,274
Restaurant_8,Main Course,Zesty Tomato Soup,Enjoy the rich flavors of zesty tomato soup with every bite.,15.16,No,No,No,505
